query_idx,profile,primary_attr,attr0_low,attr0_high,attr1_low,attr1_high,attr2_low,attr2_high,attr3_low,attr3_high,attr4_low,attr4_high,attr5_low,attr5_high,expected_top10
606,attr2_narrow,2,500000,999999,0,499999,822575,922574,254181,754180,306534,806533,0,499999,
607,balanced,0,400372,600371,196774,396773,409192,609191,500000,999999,500000,999999,500000,999999,
608,attr0_narrow,0,589835,689834,0,499999,500000,999999,30735,530734,0,499999,187671,687670,
609,attr1_narrow,1,0,499999,0,99999,352464,852463,0,499999,48481,548480,0,499999,
610,single_attr2,2,0,999999,0,999999,76359,176358,0,999999,0,999999,0,999999,
611,balanced,0,744556,944555,761248,961247,224412,424411,0,499999,500000,999999,0,499999,
612,attr0_narrow,0,900000,999999,436677,936676,167846,667845,101602,601601,500000,999999,265195,765194,
613,attr1_narrow,1,500000,999999,522020,622019,366256,866255,0,499999,0,499999,297714,797713,
614,attr2_narrow,2,500000,999999,500000,999999,0,99999,0,499999,346120,846119,500000,999999,
615,single_attr3,3,0,999999,0,999999,0,999999,267635,367634,0,999999,0,999999,
616,attr0_narrow,0,792471,892470,449371,949370,247348,747347,133706,633705,500000,999999,0,499999,
617,attr1_narrow,1,402155,902154,734168,834167,0,499999,500000,999999,176592,676591,431271,931270,
618,attr2_narrow,2,85266,585265,461474,961473,301036,401035,500000,999999,230610,730609,106888,606887,
619,balanced,0,800000,999999,2564,202563,417065,617064,500000,999999,381918,881917,500000,999999,
620,single_attr4,4,0,999999,0,999999,0,999999,0,999999,479224,579223,0,999999,
621,attr1_narrow,1,411248,911247,529944,629943,422471,922470,47235,547234,348263,848262,248985,748984,
622,attr2_narrow,2,500000,999999,355294,855293,113515,213514,0,499999,372738,872737,500000,999999,
623,balanced,0,204556,404555,114907,314906,684187,884186,52315,552314,0,499999,500000,999999,
624,attr0_narrow,0,449529,549528,269907,769906,83374,583373,0,499999,302026,802025,326619,826618,
625,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,55384,155383,
626,attr2_narrow,2,500000,999999,0,499999,605219,705218,500000,999999,315763,815762,500000,999999,
627,balanced,0,0,199999,557008,757007,656654,856653,0,499999,0,499999,154887,654886,
628,attr0_narrow,0,182,100181,215250,715249,0,499999,250928,750927,500000,999999,500000,999999,
629,attr1_narrow,1,101026,601025,226369,326368,454150,954149,137090,637089,213969,713968,226109,726108,
630,single_attr0,0,77652,177651,0,999999,0,999999,0,999999,0,999999,0,999999,
631,balanced,0,453255,653254,391483,591482,7419,207418,88009,588008,500000,999999,85319,585318,
632,attr0_narrow,0,344392,444391,0,499999,0,499999,65775,565774,0,499999,0,499999,
633,attr1_narrow,1,347992,847991,370802,470801,376811,876810,427179,927178,0,499999,500000,999999,
634,attr2_narrow,2,0,499999,0,499999,500534,600533,446034,946033,275022,775021,500000,999999,
635,single_attr1,1,0,999999,11366,111365,0,999999,0,999999,0,999999,0,999999,
636,attr0_narrow,0,775130,875129,500000,999999,0,499999,0,499999,0,499999,124548,624547,
637,attr1_narrow,1,304127,804126,425986,525985,500000,999999,0,499999,32086,532085,233057,733056,
638,attr2_narrow,2,500000,999999,500000,999999,261891,361890,231127,731126,500000,999999,0,499999,
639,balanced,0,0,199999,324736,524735,167046,367045,0,499999,0,499999,214500,714499,
640,single_attr2,2,0,999999,0,999999,668867,768866,0,999999,0,999999,0,999999,
641,attr1_narrow,1,0,499999,279248,379247,485535,985534,469308,969307,500000,999999,455133,955132,
642,attr2_narrow,2,0,499999,452305,952304,351960,451959,0,499999,0,499999,34054,534053,
643,balanced,0,34465,234464,238138,438137,108003,308002,412407,912406,113259,613258,252384,752383,
644,attr0_narrow,0,20283,120282,482192,982191,500000,999999,28428,528427,0,499999,500000,999999,
645,single_attr3,3,0,999999,0,999999,0,999999,495993,595992,0,999999,0,999999,
646,attr2_narrow,2,167615,667614,500000,999999,545419,645418,500000,999999,0,499999,0,499999,
647,balanced,0,268204,468203,397108,597107,678638,878637,295501,795500,500000,999999,363738,863737,
648,attr0_narrow,0,52894,152893,236496,736495,500000,999999,293866,793865,174136,674135,500000,999999,
649,attr1_narrow,1,311025,811024,682290,782289,0,499999,28035,528034,0,499999,18308,518307,
650,single_attr4,4,0,999999,0,999999,0,999999,0,999999,504903,604902,0,999999,
651,balanced,0,513892,713891,125959,325958,130742,330741,500000,999999,223230,723229,500000,999999,
652,attr0_narrow,0,112873,212872,401882,901881,195264,695263,0,499999,0,499999,91936,591935,
653,attr1_narrow,1,0,499999,623977,723976,380611,880610,0,499999,0,499999,0,499999,
654,attr2_narrow,2,129650,629649,252289,752288,468364,568363,500000,999999,0,499999,0,499999,
655,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,893431,993430,
656,attr0_narrow,0,257084,357083,488217,988216,299412,799411,94256,594255,500000,999999,353977,853976,
657,attr1_narrow,1,0,499999,21185,121184,177177,677176,0,499999,0,499999,0,499999,
658,attr2_narrow,2,500000,999999,183235,683234,560188,660187,321286,821285,247825,747824,500000,999999,
659,balanced,0,510336,710335,800000,999999,508414,708413,122510,622509,129861,629860,322948,822947,
660,single_attr0,0,578246,678245,0,999999,0,999999,0,999999,0,999999,0,999999,
661,attr1_narrow,1,170114,670113,864355,964354,0,499999,9819,509818,500000,999999,51846,551845,
662,attr2_narrow,2,179740,679739,500000,999999,15299,115298,496825,996824,318465,818464,500000,999999,
663,balanced,0,0,199999,458959,658958,0,199999,88846,588845,449265,949264,13363,513362,
664,attr0_narrow,0,167349,267348,256014,756013,0,499999,500000,999999,455404,955403,0,499999,
665,single_attr1,1,0,999999,459902,559901,0,999999,0,999999,0,999999,0,999999,
666,attr2_narrow,2,246701,746700,161967,661966,28797,128796,182984,682983,331457,831456,84338,584337,
667,balanced,0,774789,974788,2119,202118,206936,406935,453391,953390,500000,999999,500000,999999,
668,attr0_narrow,0,241882,341881,454157,954156,500000,999999,0,499999,500000,999999,252496,752495,
669,attr1_narrow,1,500000,999999,817872,917871,31853,531852,51613,551612,500000,999999,500000,999999,
670,single_attr2,2,0,999999,0,999999,159464,259463,0,999999,0,999999,0,999999,
671,balanced,0,800000,999999,0,199999,0,199999,500000,999999,446941,946940,500000,999999,
672,attr0_narrow,0,806103,906102,0,499999,137578,637577,382859,882858,0,499999,380347,880346,
673,attr1_narrow,1,0,499999,601310,701309,500000,999999,0,499999,0,499999,0,499999,
674,attr2_narrow,2,444524,944523,475910,975909,195482,295481,14415,514414,90315,590314,500000,999999,
675,single_attr3,3,0,999999,0,999999,0,999999,150567,250566,0,999999,0,999999,
676,attr0_narrow,0,89365,189364,180910,680909,186296,686295,500000,999999,500000,999999,442010,942009,
677,attr1_narrow,1,0,499999,304175,404174,248095,748094,0,499999,0,499999,352835,852834,
678,attr2_narrow,2,433266,933265,0,499999,498198,598197,265725,765724,459249,959248,229807,729806,
679,balanced,0,515110,715109,411990,611989,614084,814083,200576,700575,359676,859675,0,499999,
680,single_attr4,4,0,999999,0,999999,0,999999,0,999999,533166,633165,0,999999,
681,attr1_narrow,1,227906,727905,830181,930180,500000,999999,344615,844614,387194,887193,500000,999999,
682,attr2_narrow,2,199835,699834,0,499999,771015,871014,500000,999999,0,499999,312442,812441,
683,balanced,0,0,199999,241507,441506,800000,999999,0,499999,500000,999999,367290,867289,
684,attr0_narrow,0,277603,377602,314276,814275,377200,877199,500000,999999,500000,999999,331803,831802,
685,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,803753,903752,
686,attr2_narrow,2,126632,626631,500000,999999,847860,947859,500000,999999,442903,942902,0,499999,
687,balanced,0,793073,993072,245396,445395,800000,999999,364192,864191,500000,999999,500000,999999,
688,attr0_narrow,0,900000,999999,500000,999999,0,499999,358446,858445,500000,999999,478676,978675,
689,attr1_narrow,1,63967,563966,900000,999999,237452,737451,425007,925006,500000,999999,500000,999999,
690,single_attr0,0,765540,865539,0,999999,0,999999,0,999999,0,999999,0,999999,
691,balanced,0,383473,583472,586524,786523,473215,673214,500000,999999,0,499999,500000,999999,
692,attr0_narrow,0,685063,785062,500000,999999,169117,669116,500000,999999,200335,700334,211418,711417,
693,attr1_narrow,1,2585,502584,671053,771052,500000,999999,328679,828678,500000,999999,0,499999,
694,attr2_narrow,2,192744,692743,63068,563067,545185,645184,500000,999999,500000,999999,0,499999,
695,single_attr1,1,0,999999,900000,999999,0,999999,0,999999,0,999999,0,999999,
696,attr0_narrow,0,375365,475364,500000,999999,183657,683656,268569,768568,243615,743614,500000,999999,
697,attr1_narrow,1,394067,894066,385814,485813,500000,999999,500000,999999,500000,999999,73752,573751,
698,attr2_narrow,2,500000,999999,8954,508953,192597,292596,0,499999,0,499999,500000,999999,
699,balanced,0,800000,999999,0,199999,218015,418014,332726,832725,500000,999999,0,499999,
700,single_attr2,2,0,999999,0,999999,470550,570549,0,999999,0,999999,0,999999,
701,attr1_narrow,1,192444,692443,380381,480380,500000,999999,500000,999999,0,499999,222605,722604,
702,attr2_narrow,2,500000,999999,500000,999999,210575,310574,71682,571681,257162,757161,88654,588653,
703,balanced,0,553304,753303,381772,581771,67767,267766,250020,750019,0,499999,500000,999999,
704,attr0_narrow,0,232149,332148,127058,627057,367043,867042,0,499999,477945,977944,201408,701407,
705,single_attr3,3,0,999999,0,999999,0,999999,665743,765742,0,999999,0,999999,
706,attr2_narrow,2,310911,810910,292591,792590,723275,823274,141120,641119,283230,783229,328395,828394,
707,balanced,0,686162,886161,783836,983835,724786,924785,0,499999,0,499999,500000,999999,
708,attr0_narrow,0,671213,771212,0,499999,500000,999999,0,499999,165112,665111,211078,711077,
709,attr1_narrow,1,500000,999999,446766,546765,0,499999,499678,999677,0,499999,500000,999999,
710,single_attr4,4,0,999999,0,999999,0,999999,0,999999,648581,748580,0,999999,
711,balanced,0,308840,508839,344356,544355,535058,735057,25393,525392,0,499999,500000,999999,
712,attr0_narrow,0,606364,706363,464045,964044,0,499999,500000,999999,500000,999999,333382,833381,
713,attr1_narrow,1,431943,931942,182273,282272,309164,809163,500000,999999,88088,588087,0,499999,
714,attr2_narrow,2,101188,601187,231227,731226,0,99999,500000,999999,142203,642202,346651,846650,
715,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,0,99999,
716,attr0_narrow,0,421508,521507,140974,640973,320659,820658,0,499999,198839,698838,479738,979737,
717,attr1_narrow,1,203701,703700,407684,507683,500000,999999,500000,999999,500000,999999,500000,999999,
718,attr2_narrow,2,0,499999,437529,937528,310914,410913,0,499999,130407,630406,500000,999999,
719,balanced,0,558037,758036,800000,999999,0,199999,500000,999999,0,499999,250837,750836,
720,single_attr0,0,576134,676133,0,999999,0,999999,0,999999,0,999999,0,999999,
721,attr1_narrow,1,0,499999,900000,999999,369375,869374,150189,650188,25707,525706,500000,999999,
722,attr2_narrow,2,264504,764503,0,499999,307056,407055,500000,999999,0,499999,492406,992405,
723,balanced,0,769990,969989,675935,875934,112106,312105,500000,999999,500000,999999,327649,827648,
724,attr0_narrow,0,368325,468324,250010,750009,112017,612016,319787,819786,0,499999,0,499999,
725,single_attr1,1,0,999999,335531,435530,0,999999,0,999999,0,999999,0,999999,
726,attr2_narrow,2,440822,940821,500000,999999,302258,402257,500000,999999,204503,704502,43412,543411,
727,balanced,0,174805,374804,441959,641958,788335,988334,173810,673809,0,499999,102824,602823,
728,attr0_narrow,0,302110,402109,0,499999,0,499999,500000,999999,0,499999,122493,622492,
729,attr1_narrow,1,217347,717346,621764,721763,0,499999,258701,758700,326946,826945,29846,529845,
730,single_attr2,2,0,999999,0,999999,197481,297480,0,999999,0,999999,0,999999,
731,balanced,0,279406,479405,787764,987763,699911,899910,338740,838739,182962,682961,0,499999,
732,attr0_narrow,0,486711,586710,500000,999999,461579,961578,98463,598462,210502,710501,500000,999999,
733,attr1_narrow,1,500000,999999,788597,888596,255841,755840,59848,559847,500000,999999,500000,999999,
734,attr2_narrow,2,0,499999,72589,572588,393830,493829,19057,519056,449997,949996,0,499999,
735,single_attr3,3,0,999999,0,999999,0,999999,819748,919747,0,999999,0,999999,
736,attr0_narrow,0,134639,234638,120934,620933,461571,961570,0,499999,338512,838511,500000,999999,
737,attr1_narrow,1,384497,884496,0,99999,500000,999999,120493,620492,500000,999999,77205,577204,
738,attr2_narrow,2,253707,753706,0,499999,900000,999999,9984,509983,151855,651854,54208,554207,
739,balanced,0,800000,999999,285476,485475,0,199999,500000,999999,276134,776133,233733,733732,
740,single_attr4,4,0,999999,0,999999,0,999999,0,999999,641473,741472,0,999999,
741,attr1_narrow,1,0,499999,716979,816978,306260,806259,0,499999,0,499999,58026,558025,
742,attr2_narrow,2,410054,910053,283813,783812,553048,653047,500000,999999,0,499999,477642,977641,
743,balanced,0,405304,605303,608875,808874,429761,629760,483454,983453,126538,626537,500000,999999,
744,attr0_narrow,0,327475,427474,500000,999999,500000,999999,321666,821665,278325,778324,500000,999999,
745,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,597261,697260,
746,attr2_narrow,2,0,499999,0,499999,833735,933734,331408,831407,340391,840390,0,499999,
747,balanced,0,800000,999999,800000,999999,223512,423511,46695,546694,164743,664742,0,499999,
748,attr0_narrow,0,330625,430624,302078,802077,0,499999,314593,814592,128259,628258,500000,999999,
749,attr1_narrow,1,500000,999999,642959,742958,0,499999,314607,814606,500000,999999,500000,999999,
750,single_attr0,0,192086,292085,0,999999,0,999999,0,999999,0,999999,0,999999,
751,balanced,0,800000,999999,0,199999,407317,607316,500000,999999,500000,999999,0,499999,
752,attr0_narrow,0,566872,666871,0,499999,500000,999999,349285,849284,500000,999999,89415,589414,
753,attr1_narrow,1,500000,999999,349894,449893,500000,999999,500000,999999,500000,999999,478571,978570,
754,attr2_narrow,2,500000,999999,500000,999999,540587,640586,500000,999999,206226,706225,434816,934815,
755,single_attr1,1,0,999999,864733,964732,0,999999,0,999999,0,999999,0,999999,
756,attr0_narrow,0,640698,740697,42101,542100,0,499999,428196,928195,0,499999,500000,999999,
757,attr1_narrow,1,500000,999999,669597,769596,59992,559991,500000,999999,22424,522423,500000,999999,
758,attr2_narrow,2,80913,580912,0,499999,563948,663947,178169,678168,334219,834218,0,499999,
759,balanced,0,784062,984061,247049,447048,472187,672186,220265,720264,500000,999999,500000,999999,
760,single_attr2,2,0,999999,0,999999,900000,999999,0,999999,0,999999,0,999999,
761,attr1_narrow,1,49742,549741,40876,140875,0,499999,418189,918188,356583,856582,500000,999999,
762,attr2_narrow,2,0,499999,133147,633146,0,99999,168278,668277,0,499999,117105,617104,
763,balanced,0,719549,919548,182707,382706,37713,237712,500000,999999,0,499999,102672,602671,
764,attr0_narrow,0,61819,161818,360651,860650,0,499999,1316,501315,0,499999,408706,908705,
765,single_attr3,3,0,999999,0,999999,0,999999,156717,256716,0,999999,0,999999,
766,attr2_narrow,2,266628,766627,500000,999999,900000,999999,75004,575003,331033,831032,500000,999999,
767,balanced,0,535240,735239,0,199999,647911,847910,392367,892366,203381,703380,161788,661787,
768,attr0_narrow,0,706911,806910,402571,902570,446853,946852,386999,886998,399768,899767,121543,621542,
769,attr1_narrow,1,0,499999,0,99999,300945,800944,21626,521625,500000,999999,387530,887529,
770,single_attr4,4,0,999999,0,999999,0,999999,0,999999,597415,697414,0,999999,
771,balanced,0,800000,999999,442723,642722,239842,439841,500000,999999,150190,650189,436672,936671,
772,attr0_narrow,0,881096,981095,0,499999,11189,511188,474548,974547,480308,980307,0,499999,
773,attr1_narrow,1,0,499999,85819,185818,500000,999999,44276,544275,94200,594199,500000,999999,
774,attr2_narrow,2,0,499999,133333,633332,484607,584606,474092,974091,36048,536047,0,499999,
775,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,29369,129368,
776,attr0_narrow,0,274971,374970,107602,607601,500000,999999,344213,844212,0,499999,137596,637595,
777,attr1_narrow,1,0,499999,769575,869574,500000,999999,359454,859453,374903,874902,0,499999,
778,attr2_narrow,2,390901,890900,500000,999999,489909,589908,0,499999,0,499999,95828,595827,
779,balanced,0,713473,913472,547357,747356,164304,364303,147817,647816,483368,983367,222789,722788,
780,single_attr0,0,233430,333429,0,999999,0,999999,0,999999,0,999999,0,999999,
781,attr1_narrow,1,484331,984330,496180,596179,0,499999,500000,999999,451930,951929,500000,999999,
782,attr2_narrow,2,139588,639587,443208,943207,441075,541074,500000,999999,145158,645157,2306,502305,
783,balanced,0,378211,578210,757702,957701,60546,260545,487412,987411,0,499999,500000,999999,
784,attr0_narrow,0,772356,872355,500000,999999,500000,999999,0,499999,0,499999,172717,672716,
785,single_attr1,1,0,999999,495910,595909,0,999999,0,999999,0,999999,0,999999,
786,attr2_narrow,2,500000,999999,0,499999,477637,577636,0,499999,0,499999,0,499999,
787,balanced,0,800000,999999,156980,356979,0,199999,0,499999,500000,999999,225029,725028,
788,attr0_narrow,0,190667,290666,500000,999999,225048,725047,500000,999999,500000,999999,0,499999,
789,attr1_narrow,1,0,499999,63284,163283,0,499999,416136,916135,0,499999,171052,671051,
790,single_attr2,2,0,999999,0,999999,601094,701093,0,999999,0,999999,0,999999,
791,balanced,0,800000,999999,0,199999,620453,820452,500000,999999,62737,562736,415134,915133,
792,attr0_narrow,0,26990,126989,433331,933330,0,499999,164512,664511,139317,639316,406852,906851,
793,attr1_narrow,1,0,499999,248950,348949,500000,999999,0,499999,375471,875470,269689,769688,
794,attr2_narrow,2,500000,999999,323036,823035,212548,312547,303089,803088,500000,999999,106675,606674,
795,single_attr3,3,0,999999,0,999999,0,999999,206173,306172,0,999999,0,999999,
796,attr0_narrow,0,465803,565802,0,499999,208692,708691,400606,900605,0,499999,57919,557918,
797,attr1_narrow,1,0,499999,327076,427075,500000,999999,0,499999,0,499999,0,499999,
798,attr2_narrow,2,0,499999,0,499999,133126,233125,0,499999,500000,999999,411163,911162,
799,balanced,0,154301,354300,550418,750417,437442,637441,0,499999,500000,999999,500000,999999,
800,single_attr4,4,0,999999,0,999999,0,999999,0,999999,15573,115572,0,999999,
801,attr1_narrow,1,500000,999999,636367,736366,416974,916973,76790,576789,279216,779215,113055,613054,
802,attr2_narrow,2,500000,999999,227653,727652,177068,277067,76605,576604,42503,542502,0,499999,
803,balanced,0,106605,306604,553152,753151,70051,270050,500000,999999,362617,862616,500000,999999,
804,attr0_narrow,0,0,99999,500000,999999,213511,713510,0,499999,0,499999,318953,818952,
805,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,510662,610661,
806,attr2_narrow,2,83878,583877,5453,505452,537765,637764,500000,999999,0,499999,500000,999999,
807,balanced,0,120685,320684,800000,999999,345353,545352,314694,814693,232962,732961,0,499999,
808,attr0_narrow,0,228472,328471,0,499999,93869,593868,334472,834471,385927,885926,0,499999,
809,attr1_narrow,1,0,499999,900000,999999,0,499999,417825,917824,500000,999999,164945,664944,
810,single_attr0,0,214583,314582,0,999999,0,999999,0,999999,0,999999,0,999999,
811,balanced,0,800000,999999,321278,521277,0,199999,500000,999999,91252,591251,402881,902880,
812,attr0_narrow,0,154351,254350,133388,633387,500000,999999,282756,782755,500000,999999,421941,921940,
813,attr1_narrow,1,500000,999999,82028,182027,0,499999,108385,608384,500000,999999,0,499999,
814,attr2_narrow,2,30877,530876,500000,999999,477837,577836,0,499999,219642,719641,500000,999999,
815,single_attr1,1,0,999999,257389,357388,0,999999,0,999999,0,999999,0,999999,
816,attr0_narrow,0,12882,112881,54155,554154,290737,790736,500000,999999,500000,999999,0,499999,
817,attr1_narrow,1,89877,589876,0,99999,352150,852149,290292,790291,500000,999999,161372,661371,
818,attr2_narrow,2,500000,999999,339506,839505,789731,889730,500000,999999,245579,745578,0,499999,
819,balanced,0,661385,861384,293645,493644,800000,999999,0,499999,500000,999999,500000,999999,
820,single_attr2,2,0,999999,0,999999,426696,526695,0,999999,0,999999,0,999999,
821,attr1_narrow,1,500000,999999,355620,455619,347199,847198,281145,781144,500000,999999,450300,950299,
822,attr2_narrow,2,314698,814697,0,499999,674693,774692,254889,754888,239269,739268,500000,999999,
823,balanced,0,559483,759482,682779,882778,675712,875711,500000,999999,500000,999999,500000,999999,
824,attr0_narrow,0,883752,983751,0,499999,0,499999,320562,820561,500000,999999,368696,868695,
825,single_attr3,3,0,999999,0,999999,0,999999,268990,368989,0,999999,0,999999,
826,attr2_narrow,2,349696,849695,388025,888024,528163,628162,500000,999999,194484,694483,34115,534114,
827,balanced,0,528759,728758,331705,531704,85430,285429,442403,942402,0,499999,298600,798599,
828,attr0_narrow,0,183249,283248,118581,618580,500000,999999,500000,999999,500000,999999,500000,999999,
829,attr1_narrow,1,96169,596168,104194,204193,0,499999,0,499999,322489,822488,328815,828814,
830,single_attr4,4,0,999999,0,999999,0,999999,0,999999,676009,776008,0,999999,
831,balanced,0,145470,345469,63581,263580,386916,586915,0,499999,500000,999999,0,499999,
832,attr0_narrow,0,609512,709511,0,499999,500000,999999,500000,999999,35372,535371,500000,999999,
833,attr1_narrow,1,0,499999,8425,108424,500000,999999,310361,810360,500000,999999,500000,999999,
834,attr2_narrow,2,500000,999999,426612,926611,900000,999999,152103,652102,500000,999999,0,499999,
835,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,422341,522340,
836,attr0_narrow,0,739833,839832,500000,999999,0,499999,500000,999999,433647,933646,344953,844952,
837,attr1_narrow,1,0,499999,103048,203047,0,499999,500000,999999,500000,999999,216766,716765,
838,attr2_narrow,2,469548,969547,268553,768552,563310,663309,318079,818078,0,499999,0,499999,
839,balanced,0,767488,967487,800000,999999,591049,791048,0,499999,70296,570295,0,499999,
840,single_attr0,0,724173,824172,0,999999,0,999999,0,999999,0,999999,0,999999,
841,attr1_narrow,1,500000,999999,391803,491802,0,499999,188903,688902,191831,691830,180327,680326,
842,attr2_narrow,2,0,499999,488059,988058,900000,999999,34451,534450,191889,691888,13008,513007,
843,balanced,0,554648,754647,244771,444770,261606,461605,490538,990537,0,499999,0,499999,
844,attr0_narrow,0,260889,360888,500000,999999,286622,786621,404714,904713,148290,648289,0,499999,
845,single_attr1,1,0,999999,433109,533108,0,999999,0,999999,0,999999,0,999999,
846,attr2_narrow,2,6088,506087,223459,723458,209397,309396,500000,999999,0,499999,500000,999999,
847,balanced,0,217783,417782,502820,702819,215982,415981,500000,999999,500000,999999,0,499999,
848,attr0_narrow,0,188584,288583,500000,999999,122614,622613,273053,773052,88768,588767,500000,999999,
849,attr1_narrow,1,500000,999999,143394,243393,481752,981751,0,499999,344686,844685,0,499999,
850,single_attr2,2,0,999999,0,999999,537737,637736,0,999999,0,999999,0,999999,
851,balanced,0,800000,999999,800000,999999,84573,284572,396428,896427,500000,999999,0,499999,
852,attr0_narrow,0,40213,140212,500000,999999,205942,705941,246057,746056,251451,751450,47555,547554,
853,attr1_narrow,1,500000,999999,0,99999,136688,636687,0,499999,500000,999999,482925,982924,
854,attr2_narrow,2,0,499999,489005,989004,113863,213862,113252,613251,500000,999999,0,499999,
855,single_attr3,3,0,999999,0,999999,0,999999,392872,492871,0,999999,0,999999,
856,attr0_narrow,0,647828,747827,152985,652984,287899,787898,500000,999999,500000,999999,374795,874794,
857,attr1_narrow,1,0,499999,78010,178009,3751,503750,70590,570589,289772,789771,99717,599716,
858,attr2_narrow,2,402577,902576,0,499999,673890,773889,500000,999999,500000,999999,0,499999,
859,balanced,0,389465,589464,800000,999999,618962,818961,16682,516681,348637,848636,0,499999,
860,single_attr4,4,0,999999,0,999999,0,999999,0,999999,38549,138548,0,999999,
861,attr1_narrow,1,0,499999,601786,701785,462316,962315,476817,976816,500000,999999,500000,999999,
862,attr2_narrow,2,500000,999999,0,499999,388077,488076,500000,999999,500000,999999,0,499999,
863,balanced,0,0,199999,792414,992413,28309,228308,500000,999999,500000,999999,500000,999999,
864,attr0_narrow,0,71351,171350,0,499999,150109,650108,21061,521060,492996,992995,65388,565387,
865,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,568612,668611,
866,attr2_narrow,2,274734,774733,174691,674690,455957,555956,316099,816098,283480,783479,0,499999,
867,balanced,0,800000,999999,72848,272847,432061,632060,1131,501130,500000,999999,381214,881213,
868,attr0_narrow,0,900000,999999,0,499999,0,499999,0,499999,364076,864075,500000,999999,
869,attr1_narrow,1,0,499999,429862,529861,371341,871340,165635,665634,393908,893907,500000,999999,
870,single_attr0,0,372002,472001,0,999999,0,999999,0,999999,0,999999,0,999999,
871,balanced,0,735797,935796,0,199999,195952,395951,0,499999,0,499999,0,499999,
872,attr0_narrow,0,501428,601427,141662,641661,86056,586055,250144,750143,0,499999,500000,999999,
873,attr1_narrow,1,500000,999999,640879,740878,355464,855463,500000,999999,500000,999999,367707,867706,
874,attr2_narrow,2,500000,999999,173644,673643,0,99999,0,499999,500000,999999,15925,515924,
875,single_attr1,1,0,999999,97884,197883,0,999999,0,999999,0,999999,0,999999,
876,attr0_narrow,0,825810,925809,294622,794621,354521,854520,313202,813201,500000,999999,247674,747673,
877,attr1_narrow,1,177437,677436,447056,547055,0,499999,0,499999,332671,832670,500000,999999,
878,attr2_narrow,2,490433,990432,500000,999999,72435,172434,342538,842537,0,499999,500000,999999,
879,balanced,0,615627,815626,321389,521388,212230,412229,133990,633989,0,499999,159910,659909,
880,single_attr2,2,0,999999,0,999999,428810,528809,0,999999,0,999999,0,999999,
881,attr1_narrow,1,500000,999999,533432,633431,500000,999999,56180,556179,0,499999,109790,609789,
882,attr2_narrow,2,0,499999,22612,522611,13135,113134,395758,895757,244216,744215,0,499999,
883,balanced,0,800000,999999,428505,628504,0,199999,161835,661834,290914,790913,0,499999,
884,attr0_narrow,0,541256,641255,0,499999,287845,787844,500000,999999,39405,539404,500000,999999,
885,single_attr3,3,0,999999,0,999999,0,999999,887219,987218,0,999999,0,999999,
886,attr2_narrow,2,500000,999999,0,499999,278592,378591,205471,705470,72179,572178,179043,679042,
887,balanced,0,798483,998482,432436,632435,276833,476832,0,499999,155818,655817,486575,986574,
888,attr0_narrow,0,599949,699948,416208,916207,316295,816294,169700,669699,0,499999,500000,999999,
889,attr1_narrow,1,0,499999,55350,155349,500000,999999,154200,654199,500000,999999,333449,833448,
890,single_attr4,4,0,999999,0,999999,0,999999,0,999999,463278,563277,0,999999,
891,balanced,0,732219,932218,800000,999999,68049,268048,235674,735673,29245,529244,0,499999,
892,attr0_narrow,0,900000,999999,449381,949380,0,499999,4445,504444,500000,999999,500000,999999,
893,attr1_narrow,1,435380,935379,673257,773256,350450,850449,0,499999,93502,593501,9241,509240,
894,attr2_narrow,2,40604,540603,269675,769674,66661,166660,500000,999999,34137,534136,0,499999,
895,single_attr5,5,0,999999,0,999999,0,999999,0,999999,0,999999,142731,242730,
896,attr0_narrow,0,103557,203556,299657,799656,119326,619325,0,499999,0,499999,359469,859468,
897,attr1_narrow,1,353715,853714,20386,120385,32883,532882,500000,999999,302000,801999,0,499999,
898,attr2_narrow,2,500000,999999,180804,680803,737458,837457,500000,999999,490658,990657,0,499999,
899,balanced,0,0,199999,501963,701962,304332,504331,0,499999,500000,999999,447454,947453,
900,single_attr0,0,364288,464287,0,999999,0,999999,0,999999,0,999999,0,999999,
901,attr1_narrow,1,500000,999999,549066,649065,36091,536090,500000,999999,0,499999,500000,999999,
902,attr2_narrow,2,373509,873508,58019,558018,381278,481277,63820,563819,500000,999999,0,499999,
903,balanced,0,154243,354242,609560,809559,489058,689057,0,499999,200667,700666,493251,993250,
904,attr0_narrow,0,407128,507127,500000,999999,0,499999,500000,999999,381132,881131,500000,999999,
905,single_attr1,1,0,999999,362867,462866,0,999999,0,999999,0,999999,0,999999,
906,attr2_narrow,2,500000,999999,500000,999999,269380,369379,74612,574611,321134,821133,82558,582557,
907,balanced,0,555448,755447,255852,455851,428626,628625,0,499999,500000,999999,69344,569343,
908,attr0_narrow,0,44375,144374,500000,999999,0,499999,0,499999,337601,837600,185108,685107,
